,Distance (yds),Elevation (ft),Is Home,Result
5969,35,594,0,1
5970,27,594,0,1
5971,33,594,1,1
5972,46,594,0,1
5973,33,594,0,1
5974,26,2001,1,1
5975,54,2001,0,1
5976,47,2001,1,1
5977,33,2001,0,1
5978,53,2001,0,1
5979,51,2001,0,1
5980,33,2001,1,1
5981,33,2001,0,0
5982,33,2001,0,1
5983,47,2001,0,1
5984,33,1020,1,0
5985,37,1020,1,1
5986,33,1020,0,1
5987,48,1020,1,1
5988,30,1020,0,1
5989,53,1020,1,1
5990,48,1020,0,1
5991,51,1020,1,0
5992,33,584,1,1
5993,46,584,1,0
5994,33,584,1,0
5995,33,584,0,1
5996,43,584,0,1
5997,54,840,0,1
5998,51,840,1,1
5999,33,840,1,0
6000,32,840,0,0
6001,33,840,1,1
6002,33,840,0,1
6003,33,840,1,1
6004,33,840,0,1
6005,33,840,0,1
6006,33,840,0,1
6007,29,840,1,1
6008,43,430,0,1
6009,24,430,0,1
6010,33,430,0,0
6011,33,430,0,1
6012,33,430,1,0
6013,33,430,1,1
6014,37,430,0,1
6015,33,597,0,1
6016,33,597,0,1
6017,33,597,1,1
6018,35,597,0,1
6019,33,597,0,1
6020,56,597,1,0
6021,49,597,1,0
6022,33,597,0,1
6023,33,597,0,1
6024,35,597,0,1
6025,33,3,0,1
6026,33,3,1,1
6027,54,3,1,0
6028,32,3,0,0
6029,33,3,0,1
6030,40,3,1,0
6031,33,3,1,1
6032,33,3,0,1
6033,24,3,0,1
6034,35,3,1,1
6035,32,1050,0,1
6036,33,1050,0,1
6037,50,1050,1,0
6038,45,1050,0,1
6039,53,1050,0,1
6040,34,1050,0,1
6041,33,1050,0,0
6042,33,30,1,1
6043,33,30,1,1
6044,33,30,0,1
6045,50,30,1,1
6046,37,30,1,1
6047,33,30,1,1
6048,33,30,1,1
6049,47,30,1,1
6050,33,30,0,0
6051,28,30,0,1
6052,33,30,1,1
6053,33,30,0,1
6054,33,26,1,1
6055,37,26,0,1
6056,25,26,1,1
6057,33,26,0,1
6058,33,26,1,1
6059,33,26,1,1
6060,40,26,1,1
6061,30,26,1,1
6062,36,62,0,1
6063,33,62,1,1
6064,33,62,1,1
6065,33,62,0,1
6066,30,62,1,1
6067,33,62,1,1
6068,41,62,1,1
6069,36,62,0,1
6070,33,62,0,1
6071,33,62,1,1
6072,33,62,0,1
6073,33,62,0,1
6074,45,62,0,1
6075,33,62,1,1
6076,20,7,0,1
6077,33,7,0,1
6078,33,7,0,1
6079,30,7,1,1
6080,48,7,0,1
6081,33,7,0,1
6082,45,7,0,1
6083,33,7,1,1
6084,33,748,1,1
6085,33,748,0,1
6086,33,748,1,1
6087,33,748,0,1
6088,33,748,0,1
6089,33,748,1,1
6090,35,748,0,1
6091,29,748,0,1
6092,33,7,0,1
6093,33,7,0,1
6094,21,7,1,1
6095,33,7,0,1
6096,34,7,1,1
6097,33,3,0,1
6098,34,3,0,1
6099,33,3,0,1
6100,33,3,0,1
6101,33,3,0,1
6102,33,7,1,1
6103,33,7,0,1
6104,33,7,1,1
6105,33,7,1,1
6106,41,7,0,1
6107,33,7,1,0
6108,46,7,1,1
6109,32,7,1,1
6110,33,646,1,1
6111,28,646,0,1
6112,33,646,0,1
6113,43,646,0,1
6114,53,646,0,0
6115,38,646,1,1
6116,28,646,0,1
6117,46,25,0,0
6118,52,25,1,1
6119,24,25,1,1
6120,46,25,0,1
6121,33,25,1,1
6122,33,25,0,1
6123,49,25,1,1
6124,33,5280,1,1
6125,33,5280,1,1
6126,33,5280,0,1
6127,52,5280,0,0
6128,33,5280,1,1
6129,33,5280,1,1
6130,33,640,1,1
6131,44,640,1,1
6132,33,640,0,1
6133,27,640,1,1
6134,36,640,0,1
6135,33,640,1,1
6136,33,640,0,1
6137,33,640,1,1
6138,29,640,1,1
6139,42,640,1,0
6140,39,640,0,1
6141,33,645,0,1
6142,33,645,1,0
6143,33,645,0,1
6144,22,645,0,1
6145,58,645,1,0
6146,33,645,1,1
6147,33,645,0,1
6148,45,645,0,1
6149,29,645,1,1
6150,30,645,0,1
6151,56,645,0,1
6152,45,645,1,1
6153,29,645,0,1
6154,33,13,0,1
6155,33,13,1,1
6156,33,13,0,1
6157,33,13,1,1
6158,33,13,1,1
6159,33,13,1,1
6160,33,13,0,0
6161,46,13,1,1
6162,22,13,1,1
6163,42,13,1,0
6164,31,50,0,1
6165,33,50,1,1
6166,33,50,1,1
6167,33,50,0,1
6168,42,50,0,0
6169,55,50,1,0
6170,37,50,0,1
6171,35,3,1,1
6172,51,3,1,0
6173,33,3,1,1
6174,33,3,0,1
6175,39,3,1,1
6176,33,482,1,1
6177,31,482,1,1
6178,40,482,0,1
6179,33,482,1,1
6180,33,482,1,1
6181,33,482,1,1
6182,51,482,1,1
6183,33,482,1,1
6184,33,482,0,1
6185,23,450,1,1
6186,33,450,0,1
6187,33,450,1,0
6188,44,710,1,1
6189,33,710,0,1
6190,33,710,1,1
6191,33,710,1,1
6192,33,710,0,1
6193,33,710,1,1
6194,33,710,0,1
6195,33,710,0,1
6196,24,710,0,1
6197,33,710,1,1
6198,33,710,0,1
6199,33,289,1,1
6200,33,289,0,0
6201,22,289,1,1
6202,44,289,0,0
6203,37,289,1,1
6204,44,289,1,1
6205,33,289,0,1
6206,53,289,1,0
6207,28,289,1,1
6208,33,289,1,1
6209,52,289,1,1
6210,33,289,1,1
6211,33,594,0,1
6212,33,594,0,1
6213,33,594,1,1
6214,33,594,0,1
6215,33,594,0,1
6216,33,594,1,1
6217,25,594,0,1
6218,33,750,0,1
6219,53,750,1,1
6220,35,750,0,1
6221,33,750,1,0
6222,29,750,0,1
6223,43,750,1,1
6224,56,3,1,0
6225,33,3,0,1
6226,33,3,1,1
6227,54,3,0,1
6228,34,3,0,1
6229,42,3,1,1
6230,33,3,0,1
6231,33,3,0,1
6232,33,3,1,1
6233,33,1020,1,1
6234,55,1020,1,1
6235,42,1020,0,1
6236,44,1020,1,1
6237,26,1020,1,1
6238,33,1020,1,0
6239,33,50,0,1
6240,34,50,0,0
6241,33,50,0,1
6242,33,50,0,1
6243,22,50,0,1
6244,33,50,0,1
6245,40,62,1,1
6246,33,62,1,1
6247,33,62,0,1
6248,44,62,1,1
6249,37,62,1,1
6250,33,62,1,1
6251,33,62,1,1
6252,33,62,1,1
6253,33,482,0,0
6254,43,482,0,1
6255,33,482,0,1
6256,38,482,1,0
6257,33,482,1,1
6258,48,482,1,1
6259,38,482,0,1
6260,33,482,0,1
6261,43,482,0,1
6262,41,646,0,1
6263,31,646,0,1
6264,33,646,1,1
6265,33,646,1,1
6266,31,646,1,1
6267,41,646,1,1
6268,30,646,0,1
6269,49,646,1,1
6270,33,597,1,1
6271,41,597,0,1
6272,35,597,1,1
6273,34,597,0,1
6274,33,597,1,0
6275,39,7,0,1
6276,48,7,1,1
6277,33,7,1,1
6278,34,7,0,1
6279,33,7,1,1
6280,52,7,1,0
6281,51,7,0,1
6282,48,7,1,1
6283,56,7,0,0
6284,33,3,1,0
6285,33,3,0,1
6286,33,3,1,0
6287,33,3,0,1
6288,33,3,0,1
6289,31,3,0,1
6290,32,3,0,1
6291,43,3,0,1
6292,46,3,0,1
6293,33,20,1,1
6294,33,20,0,1
6295,56,20,1,0
6296,33,20,0,1
6297,50,20,0,1
6298,33,20,1,1
6299,33,20,0,0
6300,33,20,1,1
6301,33,20,1,1
6302,33,1050,0,1
6303,33,1050,1,1
6304,33,1050,0,0
6305,21,1050,1,1
6306,33,1050,0,1
6307,33,1050,1,1
6308,33,1050,0,1
6309,31,1050,0,1
6310,33,2001,0,1
6311,52,2001,1,1
6312,38,2001,1,1
6313,33,2001,0,1
6314,36,2001,1,1
6315,49,2001,0,1
6316,33,748,1,1
6317,33,748,0,1
6318,33,748,0,1
6319,31,748,0,1
6320,33,748,1,1
6321,38,748,0,1
6322,48,748,0,1
6323,38,748,1,1
6324,43,584,1,1
6325,33,584,1,1
6326,33,584,1,1
6327,50,584,0,1
6328,33,584,1,1
6329,42,584,0,1
6330,55,584,0,1
6331,41,584,1,0
6332,33,584,0,1
6333,33,26,1,1
6334,23,26,1,1
6335,21,26,0,1
6336,33,26,1,1
6337,33,26,1,1
6338,33,26,0,1
6339,24,26,1,1
6340,33,26,0,1
6341,33,26,0,1
6342,25,26,0,1
6343,23,640,0,1
6344,33,640,0,1
6345,33,640,1,1
6346,33,640,1,1
6347,33,640,0,1
6348,33,640,0,1
6349,33,640,1,1
6350,44,640,0,1
6351,33,640,1,1
6352,33,640,1,1
6353,20,640,1,1
6354,33,640,1,1
6355,43,640,0,1
6356,35,450,0,1
6357,33,450,0,1
6358,37,450,0,1
6359,37,450,0,1
6360,28,450,0,1
6361,33,450,1,0
6362,33,5280,1,1
6363,33,5280,1,1
6364,38,5280,0,1
6365,36,5280,0,1
6366,52,5280,1,1
6367,33,5280,1,1
6368,33,5280,1,1
6369,33,5280,1,1
6370,33,430,1,1
6371,47,430,1,0
6372,44,430,1,1
6373,33,430,1,1
6374,29,430,1,1
6375,53,1070,1,1
6376,33,1070,0,1
6377,55,1070,0,1
6378,33,1070,1,1
6379,35,1070,0,1
6380,53,1070,1,1
6381,33,1070,0,1
6382,33,1070,0,1
6383,33,1070,1,1
6384,33,1070,0,1
6385,49,1070,1,1
6386,33,1020,1,1
6387,33,1020,1,1
6388,33,1020,1,1
6389,33,1020,1,1
6390,33,1020,1,1
6391,25,1020,0,1
6392,54,1020,1,1
6393,33,1020,0,0
6394,37,1020,1,1
6395,33,1020,1,1
6396,23,3,0,1
6397,36,3,1,1
6398,33,3,0,1
6399,46,3,1,1
6400,31,3,0,1
6401,37,3,0,1
6402,33,3,0,1
6403,36,3,1,1
6404,33,3,0,1
6405,33,62,1,1
6406,33,62,0,1
6407,33,62,1,1
6408,27,62,1,1
6409,33,62,1,1
6410,28,62,1,1
6411,38,62,1,1
6412,33,62,1,1
6413,53,840,1,0
6414,49,840,0,0
6415,33,840,1,0
6416,38,840,1,1
6417,33,840,1,1
6418,33,840,1,1
6419,42,840,1,1
6420,25,840,1,1
6421,33,840,0,1
6422,33,840,0,1
6423,33,840,1,1
6424,33,50,1,1
6425,37,50,0,1
6426,33,50,0,1
6427,21,50,1,1
6428,33,50,0,0
6429,61,50,1,1
6430,38,50,0,1
6431,33,50,0,0
6432,33,482,0,1
6433,37,482,1,1
6434,33,482,0,1
6435,28,482,1,1
6436,38,482,0,1
6437,24,482,0,1
6438,46,482,1,0
6439,33,482,1,1
6440,33,482,1,1
6441,47,482,0,0
6442,41,482,1,1
6443,37,646,1,1
6444,33,646,1,1
6445,33,646,1,1
6446,29,646,0,1
6447,33,646,1,1
6448,29,646,0,1
6449,47,646,1,1
6450,45,646,1,1
6451,48,13,0,1
6452,30,13,1,1
6453,33,13,1,1
6454,33,13,0,1
6455,33,13,1,1
6456,33,13,1,1
6457,22,13,0,1
6458,33,13,1,1
6459,33,597,1,1
6460,33,597,1,1
6461,26,597,1,1
6462,33,597,1,1
6463,33,597,1,1
6464,53,5280,0,1
6465,54,5280,1,1
6466,51,5280,1,0
6467,58,5280,0,1
6468,26,5280,0,1
6469,33,5280,1,1
6470,33,3,0,0
6471,35,3,1,1
6472,26,3,0,1
6473,42,3,0,1
6474,27,3,0,1
6475,42,3,1,1
6476,33,3,0,0
6477,33,25,1,1
6478,33,25,0,1
6479,33,25,1,1
6480,33,25,0,1
6481,33,25,0,1
6482,38,25,1,1
6483,33,25,0,1
6484,29,25,0,1
6485,33,25,1,1
6486,33,7,0,1
6487,22,7,1,1
6488,33,7,0,1
6489,33,7,1,1
6490,52,7,0,1
6491,51,7,0,1
6492,25,7,0,1
6493,38,7,1,1
6494,35,7,1,1
6495,33,7,0,1
6496,33,62,0,1
6497,29,62,0,1
6498,33,62,1,1
6499,33,62,1,1
6500,32,62,0,1
6501,33,62,1,1
6502,33,62,1,1
6503,33,62,0,1
6504,33,584,0,1
6505,23,584,0,1
6506,47,584,1,0
6507,33,584,1,1
6508,39,584,0,1
6509,33,584,1,1
6510,48,584,0,1
6511,33,594,0,1
6512,37,594,0,1
6513,34,594,1,1
6514,49,594,1,0
6515,33,594,0,1
6516,33,710,1,1
6517,33,710,1,1
6518,25,710,1,1
6519,41,710,1,1
6520,49,710,1,0
6521,33,710,0,1
6522,25,710,0,1
6523,33,710,0,1
6524,33,710,1,1
6525,39,26,0,1
6526,35,26,0,1
6527,45,26,1,0
6528,42,26,0,1
6529,33,7,0,1
6530,27,7,0,1
6531,33,7,1,1
6532,33,7,0,1
6533,24,7,1,1
6534,33,7,1,1
6535,33,7,1,1
6536,33,7,0,1
6537,33,7,1,1
6538,55,62,1,1
6539,39,62,0,1
6540,33,62,0,1
6541,33,62,1,1
6542,33,62,1,1
6543,35,62,1,1
6544,33,750,0,1
6545,26,750,0,1
6546,36,750,1,1
6547,32,750,0,1
6548,56,750,1,0
6549,33,750,1,1
6550,28,750,1,1
6551,45,750,1,1
6552,48,750,1,1
6553,33,30,0,1
6554,22,30,0,1
6555,20,30,1,1
6556,33,30,1,1
6557,33,30,1,1
6558,37,30,1,1
6559,33,30,0,1
6560,33,30,1,1
6561,30,482,1,1
6562,33,482,0,1
6563,33,482,1,1
6564,33,482,1,1
6565,33,482,1,1
6566,33,482,0,1
6567,33,482,1,1
6568,36,482,1,1
6569,33,482,0,1
6570,33,482,1,1
6571,50,482,1,0
6572,33,289,0,1
6573,33,289,1,1
6574,25,289,0,1
6575,33,289,0,1
6576,34,289,0,1
6577,33,289,1,1
6578,33,289,1,1
6579,33,289,0,1
6580,33,20,1,1
6581,33,20,0,1
6582,33,20,1,1
6583,35,20,1,1
6584,33,20,0,1
6585,33,20,1,1
6586,35,20,0,1
6587,39,20,1,0
6588,33,640,0,0
6589,33,640,1,1
6590,33,640,1,1
6591,33,640,1,1
6592,32,640,1,1
6593,37,640,0,1
6594,33,640,0,1
6595,33,2001,1,1
6596,49,2001,0,1
6597,55,2001,0,1
6598,33,2001,0,1
6599,33,2001,1,1
6600,55,2001,0,0
6601,41,2001,1,1
6602,26,1050,0,1
6603,33,1050,1,1
6604,33,1050,0,1
6605,53,1050,1,1
6606,48,1050,1,1
6607,37,1050,0,1
6608,33,1050,1,1
6609,26,1050,0,1
6610,51,1070,1,0
6611,33,1070,0,1
6612,33,1070,1,0
6613,53,1070,0,0
6614,41,1070,0,1
6615,33,1070,1,1
6616,37,1070,0,1
6617,41,1070,1,0
6618,25,1070,0,1
6619,28,1070,1,1
6620,20,3,0,1
6621,33,3,1,0
6622,33,3,1,1
6623,45,3,0,1
6624,42,3,1,1
6625,39,3,0,1
6626,33,3,1,1
6627,19,3,1,1
6628,50,50,0,1
6629,33,50,1,1
6630,46,50,0,1
6631,51,50,1,1
6632,33,50,1,1
6633,51,50,1,0
6634,35,50,0,1
6635,33,50,1,1
6636,25,50,1,1
6637,33,50,1,1
6638,33,50,1,1
6639,33,840,0,1
6640,32,840,0,1
6641,22,840,1,1
6642,31,840,0,1
6643,33,840,1,1
6644,33,840,0,1
6645,24,840,1,1
6646,33,840,0,1
6647,33,840,1,1
6648,24,840,0,1
6649,44,840,1,1
6650,33,3,0,1
6651,48,3,0,1
6652,38,3,1,1
6653,59,3,0,0
6654,33,3,0,1
6655,34,3,0,1
6656,54,30,0,1
6657,41,30,1,0
6658,22,30,1,1
6659,33,30,1,1
6660,37,30,1,1
6661,33,30,1,1
6662,33,30,1,1
6663,33,30,1,1
6664,33,30,0,1
6665,33,1020,1,1
6666,33,1020,1,1
6667,44,1020,1,1
6668,36,1020,0,0
6669,33,1020,1,0
6670,39,1020,1,0
6671,33,1020,1,1
6672,34,1020,0,1
6673,34,1020,1,1
6674,30,1020,1,1
6675,33,1020,0,1
6676,33,430,0,1
6677,48,430,0,1
6678,38,430,1,1
6679,33,430,1,1
6680,33,430,1,1
6681,33,430,0,1
6682,44,430,1,1
6683,24,748,1,1
6684,33,748,0,1
6685,36,748,0,1
6686,29,748,1,1
6687,43,748,0,1
6688,21,748,0,1
6689,33,748,0,1
6690,48,748,0,1
6691,33,645,1,1
6692,33,645,1,1
6693,33,645,1,1
6694,33,645,0,1
6695,33,645,1,1
6696,33,645,1,1
6697,33,645,1,1
6698,33,645,1,1
6699,33,645,1,1
6700,33,645,0,1
6701,24,645,0,1
6702,43,645,1,0
6703,33,645,0,1
6704,33,645,1,1
6705,53,645,0,1
6706,26,645,0,1
6707,38,645,1,1
6708,38,645,0,1
6709,33,597,1,1
6710,33,597,1,1
6711,28,597,0,1
6712,33,597,0,1
6713,24,597,0,1
6714,33,597,1,1
6715,32,3,0,1
6716,41,3,1,1
6717,33,3,0,1
6718,27,3,1,1
6719,41,3,1,1
6720,33,3,1,1
6721,47,3,0,0
6722,33,3,1,0
6723,33,750,1,1
6724,22,750,1,1
6725,30,750,1,1
6726,33,750,0,1
6727,50,750,1,1
6728,48,750,1,1
6729,33,750,0,1
6730,33,750,1,1
6731,33,62,1,1
6732,19,62,1,1
6733,33,62,1,1
6734,61,62,0,1
6735,23,62,1,1
6736,23,62,0,1
6737,33,62,1,1
6738,33,62,1,1
6739,33,62,0,1
6740,33,20,1,1
6741,51,20,1,1
6742,33,20,1,1
6743,33,20,0,1
6744,33,20,1,1
6745,33,20,1,1
6746,55,20,0,0
6747,33,20,1,1
6748,33,20,0,1
6749,33,20,1,1
6750,33,20,0,1
6751,36,20,1,1
6752,42,20,1,1
6753,33,13,0,1
6754,37,13,1,1
6755,33,13,1,1
6756,45,13,0,0
6757,33,13,1,1
6758,27,13,1,1
6759,36,13,1,1
6760,33,289,1,1
6761,29,289,0,1
6762,33,289,1,1
6763,33,289,1,1
6764,33,289,1,1
6765,33,289,1,0
6766,33,289,1,1
6767,43,289,1,1
6768,33,289,0,1
6769,33,482,0,1
6770,33,482,0,1
6771,33,482,1,1
6772,33,482,0,1
6773,33,482,1,1
6774,33,482,0,1
6775,46,482,1,1
6776,33,482,1,1
6777,33,482,1,1
6778,34,482,0,1
6779,19,482,1,1
6780,56,25,0,0
6781,33,25,1,1
6782,23,25,1,1
6783,33,25,0,1
6784,46,25,1,1
6785,46,25,1,1
6786,33,25,0,1
6787,34,25,1,1
6788,33,710,0,1
6789,47,710,0,1
6790,46,710,1,1
6791,44,710,0,1
6792,33,710,1,1
6793,33,710,1,1
6794,33,710,0,1
6795,40,710,1,1
6796,33,710,0,1
6797,33,430,1,1
6798,23,430,1,1
6799,39,430,0,1
6800,33,430,1,1
6801,53,430,0,0
6802,33,430,1,1
6803,44,430,1,1
6804,33,430,1,1
6805,35,640,1,1
6806,36,640,1,1
6807,33,640,1,1
6808,33,640,1,1
6809,51,640,0,1
6810,33,640,1,1
6811,37,640,1,1
6812,33,640,0,1
6813,33,640,1,1
6814,33,594,1,1
6815,33,594,1,1
6816,38,594,0,1
6817,21,594,1,1
6818,44,594,1,1
6819,33,594,1,1
6820,33,450,1,1
6821,31,450,1,1
6822,33,450,0,1
6823,39,450,1,1
6824,55,450,1,1
6825,33,450,0,1
6826,42,450,0,1
6827,41,450,0,1
6828,33,3,1,1
6829,33,3,0,1
6830,33,3,1,1
6831,39,3,0,1
6832,51,3,1,1
6833,33,3,1,1
6834,33,3,0,1
6835,27,3,0,1
6836,33,26,0,1
6837,39,26,1,1
6838,33,26,1,1
6839,33,26,1,1
6840,35,26,0,1
6841,33,26,1,1
6842,33,26,0,1
6843,33,26,1,1
6844,40,26,1,1
6845,33,26,1,1
6846,46,26,1,0
6847,42,840,0,1
6848,46,840,0,1
6849,39,840,1,1
6850,33,840,1,1
6851,42,840,0,1
6852,33,840,1,1
6853,33,840,1,1
6854,33,840,1,1
6855,33,584,1,1
6856,33,584,1,1
6857,33,584,0,1
6858,36,584,0,1
6859,33,584,1,1
6860,33,30,1,1
6861,33,30,0,1
6862,48,30,0,1
6863,38,30,1,1
6864,33,30,0,1
6865,33,30,1,1
6866,33,30,0,0
6867,33,30,0,1
6868,40,30,1,1
6869,33,30,0,1
6870,33,30,0,1
6871,33,30,0,1
6872,33,646,0,1
6873,33,646,1,1
6874,33,646,1,1
6875,33,646,0,0
6876,34,646,1,1
6877,33,646,1,1
6878,35,646,0,1
6879,36,646,1,1
6880,33,646,1,1
6881,27,646,1,1
6882,33,7,1,1
6883,41,7,0,1
6884,22,7,1,1
6885,20,7,1,1
6886,39,7,1,1
6887,33,7,1,1
6888,31,7,1,1
6889,33,5280,0,1
6890,33,5280,1,1
6891,33,5280,1,1
6892,34,5280,0,1
6893,33,5280,0,1
6894,33,5280,1,1
6895,50,5280,0,1
6896,31,5280,1,1
6897,24,2001,1,1
6898,33,2001,1,1
6899,33,2001,0,1
6900,33,2001,0,1
6901,33,2001,1,1
6902,51,2001,0,0
6903,30,2001,1,1
6904,52,2001,1,1
6905,33,2001,0,1
6906,40,2001,1,1
6907,41,2001,0,1
6908,47,2001,1,1
6909,33,7,1,1
6910,33,7,1,1
6911,30,7,1,1
6912,33,7,0,1
6913,43,7,0,1
6914,33,7,1,1
6915,49,7,1,1
6916,33,7,0,1
6917,33,7,0,1
6918,33,1050,0,1
6919,48,1050,1,1
6920,34,1050,0,0
6921,54,1050,1,1
6922,33,1050,0,1
6923,36,1050,0,1
6924,33,1050,0,1
6925,33,1050,1,1
6926,27,1050,0,1
6927,33,1050,0,1
6928,43,1050,1,1
6929,33,597,1,1
6930,41,597,1,1
6931,33,597,0,1
6932,21,597,1,1
6933,49,597,0,1
6934,33,597,1,1
6935,33,597,1,1
6936,28,25,0,1
6937,24,25,1,1
6938,33,25,1,1
6939,40,25,0,1
6940,33,25,0,1
6941,46,25,1,1
6942,36,25,0,1
6943,33,1070,1,1
6944,33,1070,0,1
6945,41,1070,1,1
6946,33,1070,0,1
6947,37,1070,0,1
6948,33,1070,1,1
6949,33,1070,1,1
6950,33,1070,0,1
6951,33,1070,0,1
6952,30,1070,1,1
6953,33,1070,0,1
6954,36,1070,1,1
6955,43,62,1,1
6956,33,62,1,1
6957,33,62,1,1
6958,42,62,0,1
6959,33,62,0,1
6960,33,62,0,1
6961,33,62,1,1
6962,33,62,0,1
6963,24,62,0,1
6964,42,50,0,0
6965,33,50,0,1
6966,33,50,0,1
6967,33,50,0,1
6968,33,50,1,1
6969,31,50,1,1
6970,33,50,0,1
6971,33,50,1,1
6972,23,3,0,1
6973,43,3,0,1
6974,33,3,1,1
6975,33,3,0,1
6976,23,3,0,1
6977,33,62,1,1
6978,33,62,1,1
6979,33,62,1,1
6980,33,62,1,1
6981,37,62,1,1
6982,55,62,0,1
6983,46,62,1,1
6984,46,482,0,1
6985,33,482,1,1
6986,31,482,1,1
6987,30,482,1,1
6988,28,482,0,1
6989,33,482,1,1
6990,33,482,0,1
6991,43,482,1,1
6992,34,482,0,1
6993,28,482,1,1
6994,28,482,0,1
6995,33,597,1,1
6996,33,597,1,1
6997,33,597,1,0
6998,33,597,1,1
6999,44,597,0,1
7000,33,597,1,0
7001,33,597,0,1
7002,33,597,1,1
7003,33,597,1,1
7004,33,597,0,1
7005,33,26,1,1
7006,33,26,1,1
7007,34,26,1,1
7008,33,26,1,1
7009,33,26,1,1
7010,33,26,0,1
7011,33,1020,0,1
7012,33,1020,1,1
7013,33,1020,1,1
7014,33,1020,1,1
7015,33,1020,1,1
7016,33,1020,1,1
7017,33,1020,0,1
7018,33,1020,1,1
7019,33,1020,0,1
7020,33,645,0,1
7021,53,645,0,1
7022,40,645,0,1
7023,33,645,1,1
7024,52,645,0,1
7025,33,645,0,1
7026,51,645,1,1
7027,33,645,1,1
7028,33,1020,0,1
7029,33,1020,1,1
7030,33,1020,1,1
7031,33,1020,0,1
7032,50,1020,1,0
7033,39,1020,1,1
7034,33,1020,1,0
7035,33,1020,0,1
7036,28,1020,1,1
7037,33,1020,1,1
7038,33,1020,0,1
7039,49,1020,1,1
7040,38,430,0,1
7041,45,430,0,1
7042,54,430,0,1
7043,33,430,0,1
7044,34,430,1,1
7045,33,430,1,1
7046,52,430,0,1
7047,26,26,0,1
7048,33,26,0,1
7049,45,26,1,1
7050,33,26,0,1
7051,48,26,1,0
7052,39,26,0,1
7053,33,26,0,1
7054,31,26,1,1
7055,33,26,1,1
7056,47,26,0,0
7057,33,26,1,1
7058,33,26,1,1
7059,30,26,0,1
7060,33,640,1,1
7061,39,640,1,0
7062,29,640,0,1
7063,33,640,1,1
7064,33,640,0,1
7065,45,640,0,1
7066,33,1020,1,1
7067,32,1020,0,1
7068,33,1020,1,1
7069,33,1020,1,1
7070,33,1020,0,1
7071,31,1020,0,1
7072,52,1020,0,1
7073,44,1020,1,1
7074,31,1020,0,1
7075,33,62,1,1
7076,33,62,0,1
7077,54,62,1,0
7078,38,62,0,1
7079,33,62,0,1
7080,33,62,1,1
7081,40,62,1,1
7082,30,62,1,1
7083,33,62,0,1
7084,29,62,1,1
7085,33,62,1,1
7086,33,62,1,1
7087,38,62,1,1
7088,41,62,0,1
7089,33,62,0,1
7090,24,3,0,1
7091,45,3,1,0
7092,33,3,0,1
7093,45,3,1,1
7094,33,3,0,1
7095,33,3,0,1
7096,33,3,1,0
7097,33,62,0,1
7098,41,62,0,1
7099,33,62,1,1
7100,57,62,1,1
7101,33,62,0,1
7102,33,62,0,1
7103,33,62,0,1
7104,33,748,0,1
7105,33,748,0,1
7106,33,748,1,1
7107,26,748,0,1
7108,34,748,0,1
7109,33,748,1,1
7110,36,748,0,1
7111,33,748,1,1
7112,34,748,1,1
7113,58,748,0,1
7114,33,20,1,1
7115,30,20,0,1
7116,49,20,1,1
7117,33,20,0,1
7118,33,20,1,1
7119,40,20,0,1
7120,26,20,0,1
7121,64,20,0,0
7122,33,840,1,1
7123,28,840,1,1
7124,33,840,1,1
7125,56,840,1,1
7126,33,840,0,1
7127,28,840,1,1
7128,45,50,0,1
7129,45,50,1,1
7130,33,50,1,1
7131,43,50,1,1
7132,33,50,1,1
7133,27,50,0,1
7134,33,50,0,1
7135,33,50,0,1
7136,42,50,0,0
7137,33,450,0,1
7138,33,450,1,1
7139,33,450,1,1
7140,37,450,0,0
7141,43,450,0,1
7142,44,450,0,1
7143,33,450,0,1
7144,33,1070,0,1
7145,33,1070,0,1
7146,33,1070,1,1
7147,33,1070,0,0
7148,54,1070,0,1
7149,33,1070,0,1
7150,33,1070,0,1
7151,33,1070,0,1
7152,43,62,1,1
7153,23,62,0,1
7154,33,62,1,1
7155,33,62,1,1
7156,33,62,0,1
7157,33,62,1,1
7158,55,62,0,1
7159,49,62,1,0
7160,43,7,1,1
7161,33,7,1,1
7162,33,7,1,1
7163,33,7,0,1
7164,49,7,1,1
7165,53,1050,1,1
7166,38,1050,0,1
7167,44,1050,0,0
7168,33,1050,1,1
7169,50,1050,1,1
7170,40,1050,1,1
7171,49,1050,0,1
7172,33,1050,1,1
7173,27,1050,1,1
7174,51,1050,0,1
7175,63,1050,1,0
7176,33,430,1,1
7177,46,430,1,1
7178,23,430,1,1
7179,33,430,0,1
7180,33,430,1,1
7181,47,430,1,0
7182,33,646,1,1
7183,33,646,0,1
7184,33,646,0,1
7185,33,646,0,1
7186,33,646,1,1
7187,23,646,0,1
7188,33,646,0,1
7189,33,646,1,1
7190,33,646,0,1
7191,33,646,1,1
7192,33,646,1,1
7193,33,482,0,1
7194,59,482,1,1
7195,20,482,0,1
7196,33,482,0,1
7197,26,482,1,1
7198,48,482,0,1
7199,33,482,1,0
7200,29,482,1,0
7201,55,482,0,0
7202,53,482,0,1
7203,33,594,0,1
7204,25,594,0,1
7205,33,594,1,1
7206,33,594,1,0
7207,33,594,1,0
7208,50,645,1,1
7209,44,645,0,1
7210,38,645,0,1
7211,36,645,0,0
7212,29,645,0,1
7213,47,645,0,1
7214,33,645,0,1
7215,33,2001,1,1
7216,32,2001,1,1
7217,33,2001,1,1
7218,55,2001,1,1
